Station Name,Date of Sample,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Detection Limit.1,Detection Limit Unit.1,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46
WW007,09/25/2021,12:00:00,Grab,Water,2.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/02/2021,8:12:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.0,m,,0.1,m,0.1,m,,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/02/2021,8:12:00,Composite,Water,,Secchi Depth - 00069,0.58,m,,0.1,m,0.1,m,,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/02/2021,8:12:00,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/02/2021,8:12:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/09/2021,9:20:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",34.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/09/2021,9:20:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.2,m,,0.1,m,0.1,m,,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/09/2021,9:20:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/09/2021,9:20:00,Composite,Water,,Secchi Depth - 00069,0.44,m,,0.1,m,0.1,m,,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/09/2021,9:20:00,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/09/2021,9:20:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/17/2021,8:10:00,Composite,Water,,Secchi Depth - 00069,0.41,m,,0.1,m,0.1,m,,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/17/2021,8:10:00,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,Alkalinity - 00410,58.4,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,Chloride - 00940,1515.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,4.0,Chloride - 00940,1546.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",21.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.6,m,,0.1,m,0.1,m,,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,0.5,Enterococci - 31639,31.5,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.027,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,4.0,"Nitrate + Nitrite, Dissolved - 00631",0.029,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.451,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,4.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.485,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",1.551,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,4.0,"Nitrogen, Total (unfiltered) - 00600",1.772,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,pH - 00400,7.3,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,pH - 00400,7.4,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",6.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,4.0,"Phosphorus, Dissolved - 00666",3.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",43.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,4.0,"Phosphorus, Total - 00665",37.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Composite,Water,,Secchi Depth - 00069,0.45,m,,0.1,m,0.1,m,,,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW007,10/23/2021,8:00:00,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Brickyard Pond,Stephen DeCataldo,,Narragansett Bay,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,Alkalinity - 00410,17.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,Chloride - 00940,84.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,Chloride - 00940,64.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,Hach meter readings,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,9.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Hach meter readings,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,Dissolved Oxygen - 00300,9.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Hach meter readings,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,0.5,Enterococci - 31639,9.9,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.062,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,"Nitrate + Nitrite, Dissolved - 00631",0.099,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.054,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.37,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,"Nitrogen, Total (unfiltered) - 00600",0.37,mg/L,,0.015,mg/L,0.015,mg/L,URIWW,,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,pH - 00400,7.2,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,pH - 00400,7.3,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",4.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,"Phosphorus, Dissolved - 00666",6.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",11.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,"Phosphorus, Total - 00665",12.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Composite,Water,,Secchi Depth - 00069,2.85,m,,0.1,m,0.1,m,,,,,,,Hach meter readings,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,0.1,Temperature - 00011,14.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter readings,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,1.0,Temperature - 00011,14.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter readings,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/06/2021,10:00:00,Grab,Water,5.5,Temperature - 00011,14.4,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter readings,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/15/2021,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.1,m,,0.1,m,0.1,m,,,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/15/2021,10:00:00,Composite,Water,,Secchi Depth - 00069,3.35,m,,0.1,m,0.1,m,,,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/15/2021,10:00:00,Grab,Water,0.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/15/2021,10:00:00,Grab,Water,1.0,Temperature - 00011,18.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/15/2021,10:00:00,Grab,Water,5.0,Temperature - 00011,15.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/24/2021,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/24/2021,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,Hach meter readings taken,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/24/2021,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Hach meter readings taken,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/24/2021,10:00:00,Grab,Water,5.5,Dissolved Oxygen - 00300,4.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Hach meter readings taken,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/24/2021,10:00:00,Composite,Water,,Secchi Depth - 00069,3.19,m,,0.1,m,0.1,m,,,,,,,Hach meter readings taken,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/24/2021,10:00:00,Grab,Water,0.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter readings taken,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/24/2021,10:00:00,Grab,Water,1.0,Temperature - 00011,21.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter readings taken,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/24/2021,10:00:00,Grab,Water,5.5,Temperature - 00011,14.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter readings taken,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/28/2021,13:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,Hach meter used for DO,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/28/2021,13:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Hach meter used for DO,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/28/2021,13:30:00,Composite,Water,,Secchi Depth - 00069,3.05,m,,0.1,m,0.1,m,,,,,,,Hach meter used for DO,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/28/2021,13:30:00,Grab,Water,0.1,Temperature - 00011,22.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter used for DO,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,05/28/2021,13:30:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter used for DO,Georgiaville Pond,Dawn Dauray and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/05/2021,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Georgiaville Pond,Dawn and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/05/2021,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.4,m,,0.1,m,0.1,m,,,,,,,Hach meter data,Georgiaville Pond,Dawn and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/05/2021,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,9.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Hach meter data,Georgiaville Pond,Dawn and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/05/2021,10:00:00,Composite,Water,,Secchi Depth - 00069,2.58,m,,0.1,m,0.1,m,,,,,,,Hach meter data,Georgiaville Pond,Dawn and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/05/2021,10:00:00,Grab,Water,0.1,Temperature - 00011,19.4,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter data,Georgiaville Pond,Dawn and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/05/2021,10:00:00,Grab,Water,1.0,Temperature - 00011,20.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter data,Georgiaville Pond,Dawn and Charles Compton,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/12/2021,11:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,Hach meter readings,Georgiaville Pond,Dawn and Hannah Dauray,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/12/2021,11:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Hach meter readings,Georgiaville Pond,Dawn and Hannah Dauray,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/12/2021,11:00:00,Grab,Water,5.0,Dissolved Oxygen - 00300,2.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,Hach meter readings,Georgiaville Pond,Dawn and Hannah Dauray,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/12/2021,11:00:00,Composite,Water,,Secchi Depth - 00069,3.16,m,,0.1,m,0.1,m,,,,,,,Hach meter readings,Georgiaville Pond,Dawn and Hannah Dauray,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
WW016,06/12/2021,11:00:00,Grab,Water,0.1,Temperature - 00011,22.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,Hach meter readings,Georgiaville Pond,Dawn and Hannah Dauray,,Woonasquatucket River-Moshassuck River,,,,,,,,,,,,,,,,,,,,,,
