Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW145,10/17/2015,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond
WW145,10/17/2015,,Grab,Water,6.0,"Nitrate + Nitrite, Dissolved - 00631",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond
WW145,10/17/2015,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.008,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond
WW145,10/17/2015,,Grab,Water,6.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond
WW145,10/17/2015,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.51,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond
WW145,10/17/2015,,Grab,Water,6.0,"Nitrogen, Total (unfiltered) - 00600",0.66,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond
WW145,10/17/2015,,Grab,Water,1.0,pH - 00400,5.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond
WW145,10/17/2015,,Grab,Water,6.0,pH - 00400,6.5,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond
WW145,10/17/2015,,Grab,Water ,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond
WW145,10/17/2015,,Grab,Water ,6.0,"Phosphorus, Dissolved - 00666",6.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond
WW145,10/17/2015,,Grab,Water,1.0,"Phosphorus, Total - 00665",31.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,,,Stafford Pond
WW145,10/17/2015,,Grab,Water,6.0,"Phosphorus, Total - 00665",37.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,,,Stafford Pond
