Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location,
WW214,09/11/2011,13:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0,m,0.1,m,,,,Wincheck Pond,
WW214,09/11/2011,13:30,,,,Secchi Depth - 00069,3.48,m,,0.1,m,0.1,m,,,,Wincheck Pond,
WW214,09/11/2011,13:30,Grab,Water,0.2,Temperature - 00011,22,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,09/11/2011,13:30,Grab,Water,1,Temperature - 00011,22,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,09/11/2011,13:30,Grab,Water,5.5,Temperature - 00011,20.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,Alkalinity - 00410,,mg/l,N,0.2,mg/l,0.2,mg/l,URIWW,2320: Alkalinity in Water by Titration,Lab error - new meter not functioning properly,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Wincheck Pond,
WW214,09/17/2011,9:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0,m,0.1,m,,,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,Dissolved Oxygen - 00300,6.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,5.5,Dissolved Oxygen - 00300,2.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,0.5,Enterococci - 31639,5.3,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,5.5,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,5.5,"Nitrogen, Ammonia Dissolved as N - 00608",0,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.400,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,5.5,"Nitrogen, Total (unfiltered) - 00600",0.495,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,5.5,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,"Phosphorus, Dissolved - 00666",1.5,ug/l,U,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,5.5,"Phosphorus, Dissolved - 00666",3,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,"Phosphorus, Total - 00665",7,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,5.5,"Phosphorus, Total - 00665",12,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wincheck Pond,
WW214,09/17/2011,9:00,,,,Secchi Depth - 00069,2.88,m,,0.1,m,0.1,m,,,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,0.2,Temperature - 00011,20,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,1,Temperature - 00011,19,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,09/17/2011,9:00,Grab,Water,5.5,Temperature - 00011,19,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,09/25/2011,12:30,,,,"Depth to bottom from water surface at sampling location, meters - 82903",6.9,m,,0,m,0.1,m,,,,Wincheck Pond,
WW214,09/25/2011,12:30,,,,Secchi Depth - 00069,2.84,m,,0.1,m,0.1,m,,,,Wincheck Pond,
WW214,09/25/2011,12:30,Grab,Water,0.2,Temperature - 00011,20,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,09/25/2011,12:30,Grab,Water,1,Temperature - 00011,23,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,09/25/2011,12:30,Grab,Water,5.5,Temperature - 00011,22,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,10/10/2011,11:15,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Wincheck Pond,
WW214,10/10/2011,10:15,,,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0,m,0.1,m,,,,Wincheck Pond,
WW214,10/10/2011,10:15,Grab,Water,1,Dissolved Oxygen - 00300,6.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Wincheck Pond,
WW214,10/10/2011,10:15,Grab,Water,5.5,Dissolved Oxygen - 00300,5.1,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Wincheck Pond,
WW214,10/10/2011,10:15,,,,Secchi Depth - 00069,2.25,m,,0.1,m,0.1,m,,,,Wincheck Pond,
WW214,10/10/2011,10:15,Grab,Water,0.2,Temperature - 00011,19,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,10/10/2011,10:15,Grab,Water,1,Temperature - 00011,18,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,10/10/2011,10:15,Grab,Water,5.5,Temperature - 00011,17.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,Alkalinity - 00410,,mg/l,N,0.2,mg/l,0.2,mg/l,URIWW,2320: Alkalinity in Water by Titration,Lab error - new meter not functioning properly,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,Chloride - 00940,5,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,5.5,Chloride - 00940,10,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Wincheck Pond,
WW214,10/27/2011,11:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",7.1,m,,0,m,0.1,m,,,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,Dissolved Oxygen - 00300,6.8,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,5.5,Dissolved Oxygen - 00300,6.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,0.5,Enterococci - 31639,4,MPN/100ml,,1,MPN/100ml,2,MPN/100ml,URIWW,,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,5.5,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.07,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,5.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.085,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.645,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,5.5,"Nitrogen, Total (unfiltered) - 00600",0.420,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,"Phosphorus, Dissolved - 00666",1.5,ug/l,U,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,"Phosphorus, Total - 00665",10,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wincheck Pond,
WW214,10/27/2011,11:00,,,,Secchi Depth - 00069,2.79,m,,0.1,m,0.1,m,,,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,0.2,Temperature - 00011,13,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,1,Temperature - 00011,12,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,10/27/2011,11:00,Grab,Water,5.5,Temperature - 00011,12.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,12/31/2011,13:00,,,,"Depth to bottom from water surface at sampling location, meters - 82903",6.3,m,,0,m,0.1,m,,,,Wincheck Pond,
WW214,12/31/2011,13:00,,,,Secchi Depth - 00069,2.86,m,,0.1,m,0.1,m,,,,Wincheck Pond,
WW214,12/31/2011,13:00,Grab,Water,0.2,Temperature - 00011,3.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,12/31/2011,13:00,Grab,Water,1,Temperature - 00011,3.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW214,12/31/2011,13:00,Grab,Water,5.5,Temperature - 00011,4,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Wincheck Pond,
WW216,05/21/2011,,Grab,Water,0.5,Chloride - 00940,7,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Wyassup Lake,
WW216,05/21/2011,,Grab,Water,0.5,Enterococci - 31639,0.1,MPN/100ml,U,1,MPN/100ml,1,MPN/100ml,URIWW,,,Wyassup Lake,
WW216,05/21/2011,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.005,mg/l,U,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wyassup Lake,
WW216,05/21/2011,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wyassup Lake,
WW216,05/21/2011,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.380,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Wyassup Lake,
WW216,05/21/2011,,Grab,Water,0.5,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Wyassup Lake,
WW216,05/21/2011,,Grab,Water,0.5,"Phosphorus, Dissolved - 00666",4,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wyassup Lake,
WW216,05/21/2011,,Grab,Water,0.5,"Phosphorus, Total - 00665",14,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wyassup Lake,
WW216,07/22/2011,,Grab,Water,0.5,Enterococci - 31639,17.8,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Wyassup Lake,
WW216,07/23/2011,,Grab,Water,0.5,Alkalinity - 00410,,mg/l,N,0.2,mg/l,0.2,mg/l,URIWW,2320: Alkalinity in Water by Titration,Lab error - new meter not functioning properly,Wyassup Lake,
WW216,07/23/2011,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wyassup Lake,
WW216,07/23/2011,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wyassup Lake,
WW216,07/23/2011,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.290,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Wyassup Lake,
WW216,07/23/2011,,Grab,Water,0.5,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Wyassup Lake,
WW216,07/23/2011,,Grab,Water,0.5,"Phosphorus, Dissolved - 00666",5,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wyassup Lake,
WW216,07/23/2011,,Grab,Water,0.5,"Phosphorus, Total - 00665",14,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,1,Alkalinity - 00410,,mg/l,N,0.2,mg/l,0.2,mg/l,URIWW,2320: Alkalinity in Water by Titration,Lab error - new meter not functioning properly,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,1,Chloride - 00940,5,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,0.5,Enterococci - 31639,15,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.005,mg/l,U,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.315,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,1,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,1,"Phosphorus, Dissolved - 00666",8,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wyassup Lake,
WW216,10/15/2011,,Grab,Water,1,"Phosphorus, Total - 00665",13,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wyassup Lake,
WW218,05/14/2011,,Grab,Water,0.2,Dissolved Oxygen - 00300,8.0,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye @ Novelty,
WW218,05/14/2011,,Grab,Water,0.2,Temperature - 00011,12,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye @ Novelty,
WW218,05/18/2011,,Grab,Water,0.2,Chloride - 00940,51,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,Dissolved Oxygen - 00300,7.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye @ Novelty,
WW218,05/18/2011,,Grab,Water,0.2,Enterococci - 31639,570,MPN/100ml,,1,MPN/100ml,2,MPN/100ml,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,Fecal Coliform - 74055,360,CFU/100ml,,1,CFU/100ml,2,CFU/100ml,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.89,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.295,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.630,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",7,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,"Phosphorus, Total - 00665",25,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Novelty Rd,
WW218,05/18/2011,,Grab,Water,0.2,Temperature - 00011,12,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye @ Novelty,
WW218,06/05/2011,,Grab,Water,0.2,Dissolved Oxygen - 00300,7.6,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye @ Novelty,
WW218,06/05/2011,,Grab,Water,0.2,Temperature - 00011,15,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye @ Novelty,
WW218,06/17/2011,7:50,Grab,Water,0.2,Dissolved Oxygen - 00300,6.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye @ Novelty,
WW218,06/17/2011,7:50,Grab,Water,0.2,Enterococci - 31639,316,MPN/100ml,,1,MPN/100ml,4,MPN/100ml,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,06/17/2011,7:50,Grab,Water,0.2,Fecal Coliform - 74055,78,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,06/17/2011,7:50,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.8,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Buckeye Brook @ Novelty Rd,
WW218,06/17/2011,7:50,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.08,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Buckeye Brook @ Novelty Rd,
WW218,06/17/2011,7:50,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.240,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,06/17/2011,7:50,Grab,Water,0.2,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Buckeye Brook @ Novelty Rd,
WW218,06/17/2011,7:50,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",12,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Novelty Rd,
WW218,06/17/2011,7:50,Grab,Water,0.2,"Phosphorus, Total - 00665",13,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Novelty Rd,
WW218,06/17/2011,7:50,Grab,Water,0.2,Temperature - 00011,18.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye @ Novelty,
WW218,07/02/2011,7:00,Grab,Water,0.2,Dissolved Oxygen - 00300,6.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye @ Novelty,
WW218,07/02/2011,7:00,Grab,Water,0.2,Temperature - 00011,20,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye @ Novelty,
WW218,07/21/2011,8:00,Grab,Water,0.2,Dissolved Oxygen - 00300,5.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye @ Novelty,
WW218,07/21/2011,8:00,Grab,Water,0.2,Temperature - 00011,24.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye @ Novelty,
WW218,07/22/2011,8:00,Grab,Water,0.2,Enterococci - 31639,435,MPN/100ml,,1,MPN/100ml,10,MPN/100ml,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,07/22/2011,8:00,Grab,Water,0.2,Fecal Coliform - 74055,295,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,07/22/2011,8:00,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.755,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Buckeye Brook @ Novelty Rd,
WW218,07/22/2011,8:00,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Buckeye Brook @ Novelty Rd,
WW218,07/22/2011,8:00,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.020,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,07/22/2011,8:00,Grab,Water,0.2,pH - 00400,,S.U.,N,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Lab error - new meter not functioning properly,Buckeye Brook @ Novelty Rd,
WW218,07/22/2011,8:00,Grab,Water,0.2,"Phosphorus, Dissolved - 00666",7,ug/l,,3,ug/l,3,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Novelty Rd,
WW218,07/22/2011,8:00,Grab,Water,0.2,"Phosphorus, Total - 00665",37,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Buckeye Brook @ Novelty Rd,
WW218,08/13/2011,8:30,Grab,Water,0.2,Dissolved Oxygen - 00300,6.7,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye @ Novelty,
WW218,08/13/2011,8:30,Grab,Water,0.2,Temperature - 00011,20.5,C,,0,C,0,C,URIWW,2550: Temperature of Water by Thermometer,,Buckeye @ Novelty,
WW218,08/20/2011,9:00,Grab,Water,0.2,Dissolved Oxygen - 00300,6.3,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Buckeye @ Novelty,
WW218,08/20/2011,9:00,Grab,Water,0.2,Enterococci - 31639,275,MPN/100ml,,1,MPN/100ml,10,MPN/100ml,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,08/20/2011,9:00,Grab,Water,0.2,Fecal Coliform - 74055,70,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Buckeye Brook @ Novelty Rd,
WW218,08/20/2011,9:00,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.52,mg/l,,0.01,mg/l,0.01,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Buckeye Brook @ Novelty Rd,
WW218,08/20/2011,9:00,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Buckeye Brook @ Novelty Rd,
WW218,08/20/2011,9:00,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.860,mg/l,,0.03,mg/l,0.03,mg/l,URIWW,,,Buckeye Brook @ Novelty Rd,
