Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,Watershed Code,Monitor 1,Monitor 2
WW145,06/11/2016,,Grab,Water,1.0,pH - 00400,6.26,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,06/11/2016,,Grab,Water,6.0,pH - 00400,6.35,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Grab,Water,1.0,pH - 00400,6.46,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Replicate,Water,1.0,pH - 00400,6.38,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Grab,Water,6.2,pH - 00400,6.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,08/27/2016,,Grab,Water,1.0,pH - 00400,6.05,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,08/27/2016,,Grab,Water,7.0,pH - 00400,6.65,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Grab,Water,1.0,pH - 00400,7.28,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Replicate,Water,1.0,pH - 00400,7.28,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Grab,Water,5.9,pH - 00400,6.65,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Duplicate,Water,5.9,pH - 00400,6.64,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Replicate,Water,5.9,pH - 00400,6.65,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,TA,,
WW199,05/14/2016,,Grab,Water,0.5,pH - 00400,8.4,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Almy Pond,CC,,
WW199,07/23/2016,,Grab,Water,0.5,pH - 00400,6.55,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Almy Pond,CC,,
WW145,06/11/2016,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",13.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,06/11/2016,,Grab,Water,6.0,"Phosphorus, Dissolved - 00666",10.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",8.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Grab,Water,7.0,"Phosphorus, Dissolved - 00666",14.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,08/27/2016,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",9.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,08/27/2016,,Grab,Water,6.0,"Phosphorus, Dissolved - 00666",12.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Grab,Water,5.9,"Phosphorus, Dissolved - 00666",8.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Duplicate,Water,5.9,"Phosphorus, Dissolved - 00666",7.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW199,05/14/2016,,Grab,Water,0.5,"Phosphorus, Dissolved - 00666",13.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Almy Pond,CC,,
WW199,07/23/2016,,Grab,Water,0.5,"Phosphorus, Dissolved - 00666",63.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Almy Pond,CC,,
WW145,06/11/2016,,Grab,Water,1.0,"Phosphorus, Total - 00665",19.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,06/11/2016,,Grab,Water,6.0,"Phosphorus, Total - 00665",30.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Grab,Water,1.0,"Phosphorus, Total - 00665",27.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,07/23/2016,,Grab,Water,6.2,"Phosphorus, Total - 00665",42.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,08/27/2016,,Grab,Water,1.0,"Phosphorus, Total - 00665",27.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,08/27/2016,,Grab,Water,6.0,"Phosphorus, Total - 00665",44.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Grab,Water,1.0,"Phosphorus, Total - 00665",28.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW145,10/22/2016,,Grab,Water,5.9,"Phosphorus, Total - 00665",42.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,TA,,
WW199,05/14/2016,,Grab,Water,0.5,"Phosphorus, Total - 00665",168.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Almy Pond,CC,,
WW199,07/23/2016,,Grab,Water,0.5,"Phosphorus, Total - 00665",1160.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,Sediment laden sample,Almy Pond,CC,,
WW145,05/28/2016,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,4.6,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/04/2016,2:00:00 PM,Composite,Water,,Secchi Depth - 00069,4.38,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/11/2016,9:30:00 AM,Composite,Water,,Secchi Depth - 00069,4.88,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/18/2016,1:00:00 PM,Composite,Water,,Secchi Depth - 00069,4.73,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/04/2016,12:30:00 PM,Composite,Water,,Secchi Depth - 00069,3.68,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/10/2016,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.85,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/17/2016,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.75,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/23/2016,9:45:00 AM,Composite,Water,,Secchi Depth - 00069,2.58,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/30/2016,10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.55,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,08/14/2016,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.58,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,08/27/2016,9:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.13,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,09/10/2016,10:30:00 AM,Composite,Water,,Secchi Depth - 00069,1.35,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,10/02/2016,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.25,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,10/21/2016,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.25,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,TA,Ed Adamowski,
WW199,05/14/2016,10:20:00 AM,Composite,Water,,Secchi Depth - 00069,0.58,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,06/04/2016,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,0.43,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,06/11/2016,10:55:00 AM,Composite,Water,,Secchi Depth - 00069,0.33,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,06/18/2016,1:05:00 PM,Composite,Water,,Secchi Depth - 00069,0.29,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,
WW199,06/25/2016,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,0.33,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,07/02/2016,10:19:00 AM,Composite,Water,,Secchi Depth - 00069,0.35,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,07/09/2016,10:53:00 AM,Composite,Water,,Secchi Depth - 00069,0.3,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,07/23/2016,10:37:00 AM,Composite,Water,,Secchi Depth - 00069,0.36,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,08/06/2016,12:28:00 PM,Composite,Water,,Secchi Depth - 00069,0.23,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,08/20/2016,11:07:00 AM,Composite,Water,,Secchi Depth - 00069,0.25,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,09/03/2016,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,0.16,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,09/17/2016,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,0.19,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,10/08/2016,11:25:00 AM,Composite,Water,,Secchi Depth - 00069,0.35,m,,0.1,m,0.1,m,,,,,,,,Almy Pond,CC,Addlem,Freeman
WW145,05/28/2016,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,05/28/2016,11:30:00 AM,Grab,Water,1.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,05/28/2016,11:30:00 AM,Grab,Water,6.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/04/2016,2:00:00 PM,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/04/2016,2:00:00 PM,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/04/2016,2:00:00 PM,Grab,Water,6.2,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/11/2016,9:30:00 AM,Grab,Water,0.1,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/11/2016,9:30:00 AM,Grab,Water,1.0,Temperature - 00011,19.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/11/2016,9:30:00 AM,Grab,Water,6.0,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/18/2016,1:00:00 PM,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/18/2016,1:00:00 PM,Grab,Water,1.0,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,06/18/2016,1:00:00 PM,Grab,Water,6.0,Temperature - 00011,19.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/04/2016,12:30:00 PM,Grab,Water,0.1,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/04/2016,12:30:00 PM,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/04/2016,12:30:00 PM,Grab,Water,6.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/10/2016,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/10/2016,11:30:00 AM,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/10/2016,11:30:00 AM,Grab,Water,6.2,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/17/2016,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,27.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/17/2016,12:00:00 PM,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/17/2016,12:00:00 PM,Grab,Water,6.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/23/2016,9:45:00 AM,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/23/2016,9:45:00 AM,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/23/2016,9:45:00 AM,Grab,Water,6.2,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/30/2016,10:30:00 AM,Grab,Water,0.1,Temperature - 00011,27.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/30/2016,10:30:00 AM,Grab,Water,1.0,Temperature - 00011,27.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,07/30/2016,10:30:00 AM,Grab,Water,6.0,Temperature - 00011,24.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,08/14/2016,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,08/14/2016,12:00:00 PM,Grab,Water,1.0,Temperature - 00011,27.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,08/14/2016,12:00:00 PM,Grab,Water,6.0,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,08/27/2016,9:00:00 AM,Grab,Water,0.1,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,08/27/2016,9:00:00 AM,Grab,Water,1.0,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,08/27/2016,9:00:00 AM,Grab,Water,6.0,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,09/10/2016,10:30:00 AM,Grab,Water,0.1,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,09/10/2016,10:30:00 AM,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,09/10/2016,10:30:00 AM,Grab,Water,6.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,10/02/2016,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,10/02/2016,11:30:00 AM,Grab,Water,1.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,10/02/2016,11:30:00 AM,Grab,Water,6.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,10/21/2016,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,10/21/2016,10:00:00 AM,Grab,Water,1.0,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW145,10/21/2016,10:00:00 AM,Grab,Water,5.9,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,TA,Ed Adamowski,
WW199,06/11/2016,10:55:00 AM,Grab,Water,0.5,Temperature - 00011,20.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,06/25/2016,10:00:00 AM,Grab,Water,0.5,Temperature - 00011,24.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,07/02/2016,10:19:00 AM,Grab,Water,0.5,Temperature - 00011,24.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,07/09/2016,10:53:00 AM,Grab,Water,0.5,Temperature - 00011,22.7,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,07/23/2016,10:37:00 AM,Grab,Water,0.5,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,08/06/2016,12:28:00 PM,Grab,Water,0.5,Temperature - 00011,27.6,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,08/20/2016,11:07:00 AM,Grab,Water,0.5,Temperature - 00011,28.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,09/03/2016,12:00:00 PM,Grab,Water,0.5,Temperature - 00011,24.3,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,09/17/2016,12:00:00 PM,Grab,Water,0.5,Temperature - 00011,24.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
WW199,10/08/2016,11:25:00 AM,Grab,Water,0.5,Temperature - 00011,18.9,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Almy Pond,CC,Addlem,Freeman
