Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW568,7/4/2015,7:31:00 AM,Composite,Water ,,"Depth to bottom from water surface at sampling location, meters - 82903",0.25,m,,0.1,m,0.1,m,,,Flood,CUSH - Whitford Brook
WW568,7/4/2015,7:31:00 AM,Grab,Water ,0.1,Dissolved Oxygen - 00300,7.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood,CUSH - Whitford Brook
WW568,7/4/2015,7:31:00 AM,Grab,Water ,0.1,Temperature - 00011,19.1,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Flood,CUSH - Whitford Brook
WW568,7/18/2015,7:25:00 AM,Composite,Water ,,"Depth to bottom from water surface at sampling location, meters - 82903",0.23,m,,0.1,m,0.1,m,,,Flood,CUSH - Whitford Brook
WW568,7/18/2015,7:25:00 AM,Grab,Water ,0.1,Dissolved Oxygen - 00300,7.2,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Flood,CUSH - Whitford Brook
WW568,7/18/2015,,Grab,Water ,0.1,Enterococci - 31639,41,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,CUSH - Whitford Brook
WW568,7/18/2015,,Grab,Water,0.1,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,CUSH - Whitford Brook
WW568,7/18/2015,,Grab,Water,0.1,"Nitrate + Nitrite, Dissolved - 00631",0.765,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,CUSH - Whitford Brook
WW568,7/18/2015,,Grab,Water,0.1,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,CUSH - Whitford Brook
WW568,7/18/2015,,Grab,Water,0.1,"Nitrogen, Total (unfiltered) - 00600",1.055,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,CUSH - Whitford Brook
WW568,7/18/2015,,Grab,Water,0.1,pH - 00400,7.3,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,CUSH - Whitford Brook
WW568,7/18/2015,,Grab,Water ,0.1,"Phosphorus, Dissolved - 00666",19,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,CUSH - Whitford Brook
WW568,7/18/2015,,Grab,Water,0.1,"Phosphorus, Total - 00665",27,ug/l,,4,ug/l,4,ug/l,URIWW,,,CUSH - Whitford Brook
WW568,7/18/2015,7:25:00 AM,Grab,Water ,0.1,Temperature - 00011,19.9,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Flood,CUSH - Whitford Brook
WW568,8/8/2015,7:33:00 AM,Composite,Water ,,"Depth to bottom from water surface at sampling location, meters - 82903",0.23,m,,0.1,m,0.1,m,,,Ebb,CUSH - Whitford Brook
WW568,8/8/2015,7:33:00 AM,Grab,Water ,0.1,Dissolved Oxygen - 00300,5.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Ebb,CUSH - Whitford Brook
WW568,8/8/2015,,Grab,Water ,0.1,Enterococci - 31639,364,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,CUSH - Whitford Brook
WW568,8/8/2015,,Grab,Water,0.1,Fecal Coliform - 74055,53,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,CUSH - Whitford Brook
WW568,8/8/2015,,Grab,Water,0.1,"Nitrate + Nitrite, Dissolved - 00631",1.545,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,CUSH - Whitford Brook
WW568,8/8/2015,,Grab,Water,0.1,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,CUSH - Whitford Brook
WW568,8/8/2015,,Grab,Water,0.1,"Nitrogen, Total (unfiltered) - 00600",1.79,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,CUSH - Whitford Brook
WW568,8/8/2015,,Grab,Water,0.1,pH - 00400,7.1,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,CUSH - Whitford Brook
WW568,8/8/2015,,Grab,Water ,0.1,"Phosphorus, Dissolved - 00666",20,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,CUSH - Whitford Brook
WW568,8/8/2015,,Grab,Water,0.1,"Phosphorus, Total - 00665",19,ug/l,,4,ug/l,4,ug/l,URIWW,,,CUSH - Whitford Brook
WW568,8/8/2015,7:33:00 AM,Grab,Water ,0.1,Temperature - 00011,25,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Ebb,CUSH - Whitford Brook
WW568,8/22/2015,7:34:00 AM,Composite,Water ,,"Depth to bottom from water surface at sampling location, meters - 82903",0.2,m,,0.1,m,0.1,m,,,Ebb,CUSH - Whitford Brook
WW568,8/22/2015,7:34:00 AM,Grab,Water ,0.1,Dissolved Oxygen - 00300,5.35,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Ebb,CUSH - Whitford Brook
WW568,8/22/2015,7:34:00 AM,Grab,Water ,0.1,Temperature - 00011,25.3,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Ebb,CUSH - Whitford Brook
WW568,9/5/2015,7:36:00 AM,Composite,Water ,,"Depth to bottom from water surface at sampling location, meters - 82903",0.2,m,,0.1,m,0.1,m,,,Ebb,CUSH - Whitford Brook
WW568,9/5/2015,7:36:00 AM,Grab,Water ,0.1,Dissolved Oxygen - 00300,4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,"small, 5"" dead fish",CUSH - Whitford Brook
WW568,9/5/2015,7:36:00 AM,Grab,Water ,0.1,Temperature - 00011,23,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Ebb,CUSH - Whitford Brook
WW568,9/19/2015,7:22:00 AM,Composite,Water ,,"Depth to bottom from water surface at sampling location, meters - 82903",0.15,m,,0.1,m,0.1,m,,,Ebb,CUSH - Whitford Brook
WW568,9/19/2015,7:22:00 AM,Grab,Water ,0.075,Dissolved Oxygen - 00300,5.1,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Ebb,CUSH - Whitford Brook
WW568,9/19/2015,,Grab,Water ,0.075,Enterococci - 31639,87,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,CUSH - Whitford Brook
WW568,9/19/2015,,Grab,Water,0.075,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,CUSH - Whitford Brook
WW568,9/19/2015,,Grab,Water,0.075,"Nitrate + Nitrite, Dissolved - 00631",1.47,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,CUSH - Whitford Brook
WW568,9/19/2015,,Grab,Water,0.075,"Nitrogen, Ammonia Dissolved as N - 00608",0.155,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,CUSH - Whitford Brook
WW568,9/19/2015,,Grab,Water,0.075,"Nitrogen, Total (unfiltered) - 00600",2,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,CUSH - Whitford Brook
WW568,9/19/2015,,Grab,Water,0.075,pH - 00400,6.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,CUSH - Whitford Brook
WW568,9/19/2015,,Grab,Water ,0.075,"Phosphorus, Dissolved - 00666",37,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,CUSH - Whitford Brook
WW568,9/19/2015,,Grab,Water,0.075,"Phosphorus, Total - 00665",65,ug/l,,4,ug/l,4,ug/l,URIWW,,,CUSH - Whitford Brook
WW568,9/19/2015,7:22:00 AM,Grab,Water ,0.075,Temperature - 00011,20.4,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Ebb,CUSH - Whitford Brook
WW568,10/3/2015,7:32:00 AM,Composite,Water ,,"Depth to bottom from water surface at sampling location, meters - 82903",0.25,m,,0.1,m,0.1,m,,,Ebb,CUSH - Whitford Brook
WW568,10/3/2015,7:32:00 AM,Grab,Water ,0.1,Dissolved Oxygen - 00300,7.95,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,Ebb,CUSH - Whitford Brook
WW568,10/3/2015,7:32:00 AM,Grab,Water ,0.1,Temperature - 00011,12.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,Ebb,CUSH - Whitford Brook
WW567,5/9/2015,,Grab,Water,0.2,Enterococci - 31639,111,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,5/9/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,5/9/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.39,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 27 - Bike Path Culvert
WW567,5/9/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 27 - Bike Path Culvert
WW567,5/9/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.43,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,5/9/2015,,Grab,Water,0.2,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 27 - Bike Path Culvert
WW567,5/9/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",6,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 27 - Bike Path Culvert
WW567,5/9/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",8,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,5/25/2015,,Grab,Water,0.2,Enterococci - 31639,122.4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,Run 5/27/2015,Narrow River 27 - Bike Path Culvert
WW567,5/25/2015,,Grab,Water,0.2,Fecal Coliform - 74055,661,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,Run 5/27/2015,Narrow River 27 - Bike Path Culvert
WW567,6/20/2015,,Grab,Water,0.2,Enterococci - 31639,415.6,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,6/20/2015,,Grab,Water,0.2,Fecal Coliform - 74055,0.4,MPN/100ml,U,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,6/20/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.325,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 27 - Bike Path Culvert
WW567,6/20/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.07,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 27 - Bike Path Culvert
WW567,6/20/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.555,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,6/20/2015,,Grab,Water,0.2,pH - 00400,6.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 27 - Bike Path Culvert
WW567,6/20/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",5,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 27 - Bike Path Culvert
WW567,6/20/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",18,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/1/2015,,Grab,Water,0.2,Enterococci - 31639,1780,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/1/2015,,Replicate,Water,0.2,Fecal Coliform - 74055,96,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/1/2015,,Grab,Water,0.2,Fecal Coliform - 74055,465,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/7/2015,,Grab,Water,0.2,Enterococci - 31639,426,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/7/2015,,Grab,Water,0.2,Fecal Coliform - 74055,110,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Grab,Water,0.2,Enterococci - 31639,1391,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Grab,Water,0.2,Fecal Coliform - 74055,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.275,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.755,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Replicate,Water,0.2,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Grab,Water,0.2,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",8,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 27 - Bike Path Culvert
WW567,7/18/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",24,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,7/30/2015,,Grab,Water,0.2,Enterococci - 31639,373,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,"Run 7/31/15, Not incubated at 41 C for the whole time;",Narrow River 27 - Bike Path Culvert
WW567,7/30/2015,,Grab,Water,0.2,Fecal Coliform - 74055,504,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,"Run 7/31/15, Not incubated at 44.5 C for the whole time;",Narrow River 27 - Bike Path Culvert
WW567,8/7/2015,,Grab,Water,0.2,Enterococci - 31639,75,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,8/7/2015,,Grab,Water,0.2,Fecal Coliform - 74055,124,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,8/7/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.645,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 27 - Bike Path Culvert
WW567,8/7/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 27 - Bike Path Culvert
WW567,8/7/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.925,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,8/7/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",7,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 27 - Bike Path Culvert
WW567,8/7/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",15,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,8/31/2015,,Grab,Water,0.2,Enterococci - 31639,20.8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,8/31/2015,,Grab,Water,0.2,Fecal Coliform - 74055,78.8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,9/20/2015,,Grab,Water,0.2,Enterococci - 31639,220.8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,Run on 9/21/15,Narrow River 27 - Bike Path Culvert
WW567,9/20/2015,,Grab,Water,0.2,Fecal Coliform - 74055,114.8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,Run on 9/21/15,Narrow River 27 - Bike Path Culvert
WW567,9/20/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.64,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 27 - Bike Path Culvert
WW567,9/20/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 27 - Bike Path Culvert
WW567,9/20/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.895,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,9/20/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",9,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 27 - Bike Path Culvert
WW567,9/20/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",11,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,10/4/2015,,Grab,Water,0.2,Enterococci - 31639,30,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,10/4/2015,,Grab,Water,0.2,Fecal Coliform - 74055,399,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,10/16/2015,,Grab,Water,0.2,Enterococci - 31639,84.4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,10/16/2015,,Grab,Water,0.2,Fecal Coliform - 74055,28.8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,10/16/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",1.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 27 - Bike Path Culvert
WW567,10/16/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 27 - Bike Path Culvert
WW567,10/16/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",1.4,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW567,10/16/2015,,Grab,Water,0.2,pH - 00400,6.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 27 - Bike Path Culvert
WW567,10/16/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",8,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 27 - Bike Path Culvert
WW567,10/16/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",23,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 27 - Bike Path Culvert
WW566,5/9/2015,,Grab,Water,0.2,Enterococci - 31639,0.4,MPN/100ml,U,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,5/9/2015,,Grab,Water,0.2,Fecal Coliform - 74055,21,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,5/9/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.065,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 26 - Kimberly Drive
WW566,5/9/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.105,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 26 - Kimberly Drive
WW566,5/9/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.43,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,5/9/2015,,Grab,Water,0.2,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 26 - Kimberly Drive
WW566,5/9/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",14,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 26 - Kimberly Drive
WW566,5/9/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",32,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,5/25/2015,,Grab,Water,0.2,Enterococci - 31639,0.4,MPN/100ml,U,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,5/25/2015,,Grab,Water,0.2,Fecal Coliform - 74055,4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,6/20/2015,,Grab,Water,0.2,Enterococci - 31639,8,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,6/20/2015,,Grab,Water,0.2,Fecal Coliform - 74055,53,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,6/20/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.415,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 26 - Kimberly Drive
WW566,6/20/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 26 - Kimberly Drive
WW566,6/20/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.825,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,6/20/2015,,Grab,Water,0.2,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 26 - Kimberly Drive
WW566,6/20/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",9,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 26 - Kimberly Drive
WW566,6/20/2015,,Grab,Water,0.2,"Phosphorus, Total - 00665",25,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/1/2015,,Grab,Water,0.2,Enterococci - 31639,95,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/1/2015,,Grab,Water,0.2,Fecal Coliform - 74055,3076,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/7/2015,,Grab,Water,0.2,Enterococci - 31639,4,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/7/2015,,Grab,Water,0.2,Fecal Coliform - 74055,30,MPN/100ml,,4,MPN/100ml,4,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/18/2015,,Grab,Water,0.2,Enterococci - 31639,86,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/18/2015,,Grab,Water,0.2,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/18/2015,,Grab,Water,0.2,"Nitrate + Nitrite, Dissolved - 00631",0.16,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 26 - Kimberly Drive
WW566,7/18/2015,,Grab,Water,0.2,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 26 - Kimberly Drive
WW566,7/18/2015,,Grab,Water,0.2,"Nitrogen, Total (unfiltered) - 00600",0.755,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 26 - Kimberly Drive
WW566,7/18/2015,,Grab,Water,0.2,pH - 00400,7.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 26 - Kimberly Drive
WW566,7/18/2015,,Grab,Water ,0.2,"Phosphorus, Dissolved - 00666",28,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 26 - Kimberly Drive
