Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location,Unnamed: 18
WW143,10/26/2013,,Grab,Water,6.0,"Phosphorus, Dissolved - 00666",4.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,10/26/2013,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",7.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,10/26/2013,,Grab,Water,1.0,"Phosphorus, Total - 00665",16.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW143,10/26/2013,,Grab,Water,6.0,"Phosphorus, Total - 00665",25.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Scott Pond,
WW145,6/2/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,6/2/2013, 10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,6/2/2013, 10:30:00 AM,Grab,Water,6.0,Dissolved Oxygen - 00300,7.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,6/2/2013, 10:30:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,8.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,6/2/2013, 10:30:00 AM,Composite,Water,,Secchi Depth - 00069,3.6,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,6/2/2013, 10:30:00 AM,Grab,Water,6.0,Temperature - 00011,18.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,6/2/2013, 10:30:00 AM,Grab,Water,0.1,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,6/2/2013, 10:30:00 AM,Grab,Water,1.0,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,6/23/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",21.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,6/23/2013, 11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,6/23/2013, 11:30:00 AM,Grab,Water,6.7,Dissolved Oxygen - 00300,6.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,6/23/2013, 11:30:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,8.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,6/23/2013, 11:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.83,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,6/23/2013, 11:30:00 AM,Grab,Water,6.7,Temperature - 00011,20.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,6/23/2013, 11:30:00 AM,Grab,Water,0.1,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,6/23/2013, 11:30:00 AM,Grab,Water,1.0,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,Alkalinity - 00410,4.8,mg/l,,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,Chloride - 00940,25.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,6.7,Chloride - 00940,26.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",23.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,6/29/2013, 9:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,6/29/2013, 9:00:00 AM,Grab,Water,6.7,Dissolved Oxygen - 00300,4.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,6/29/2013, 9:00:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,7.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100ml,,1.0,MPN/100ml,1.0,MPN/100ml,URIWW,,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,6.7,"Nitrate + Nitrite, Dissolved - 00631",0.045,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,6.7,"Nitrogen, Ammonia Dissolved as N - 00608",0.155,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,6.7,"Nitrogen, Total (unfiltered) - 00600",0.43,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.535,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,6.7,pH - 00400,6.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,pH - 00400,6.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",3.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,6.7,"Phosphorus, Dissolved - 00666",7.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,1.0,"Phosphorus, Total - 00665",21.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,6/29/2013,,Grab,Water,6.7,"Phosphorus, Total - 00665",24.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,6/29/2013, 9:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,6/29/2013, 9:00:00 AM,Grab,Water,6.7,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,6/29/2013, 9:00:00 AM,Grab,Water,0.1,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,6/29/2013, 9:00:00 AM,Grab,Water,1.0,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/7/2013, 10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.1,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,7/7/2013, 10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.45,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,7/7/2013, 10:30:00 AM,Grab,Water,6.6,Temperature - 00011,22.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/7/2013, 10:30:00 AM,Grab,Water,0.1,Temperature - 00011,28.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/7/2013, 10:30:00 AM,Grab,Water,1.0,Temperature - 00011,28.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/14/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",16.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,7/14/2013, 11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.3,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,7/14/2013, 11:00:00 AM,Grab,Water,6.8,Dissolved Oxygen - 00300,2.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,7/14/2013, 11:00:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,6.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,7/14/2013, 11:00:00 AM,Composite,Water,,Secchi Depth - 00069,3.03,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,7/14/2013, 11:00:00 AM,Grab,Water,6.8,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/14/2013, 11:00:00 AM,Grab,Water,0.1,Temperature - 00011,26.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/14/2013, 11:00:00 AM,Grab,Water,1.0,Temperature - 00011,26.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/21/2013, 11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,7/21/2013, 11:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.85,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,7/21/2013, 11:00:00 AM,Grab,Water,6.5,Temperature - 00011,22.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/21/2013, 11:00:00 AM,Grab,Water,0.1,Temperature - 00011,28.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/21/2013, 11:00:00 AM,Grab,Water,1.0,Temperature - 00011,28.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,1.0,Alkalinity - 00410,7.0,mg/l,,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",33.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,7/27/2013, 10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.8,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,7/27/2013, 10:00:00 AM,Grab,Water,6.3,Dissolved Oxygen - 00300,3.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,7/27/2013, 10:00:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,6.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,0.5,Enterococci - 31639,0.1,MPN/100ml,U,1.0,MPN/100ml,1.0,MPN/100ml,URIWW,,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,6.3,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,6.3,"Nitrogen, Ammonia Dissolved as N - 00608",0.565,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.51,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,6.3,"Nitrogen, Total (unfiltered) - 00600",1.01,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,1.0,pH - 00400,6.6,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,6.3,pH - 00400,6.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,6.3,"Phosphorus, Dissolved - 00666",37.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,1.0,"Phosphorus, Total - 00665",32.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,7/27/2013,,Grab,Water,6.3,"Phosphorus, Total - 00665",286.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,7/27/2013, 10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.05,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,7/27/2013, 10:00:00 AM,Grab,Water,6.3,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/27/2013, 10:00:00 AM,Grab,Water,1.0,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,7/27/2013, 10:00:00 AM,Grab,Water,0.1,Temperature - 00011,24.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,8/17/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",49.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,8/17/2013, 11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.4,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,8/17/2013, 11:00:00 AM,Grab,Water,5.9,Dissolved Oxygen - 00300,6.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,8/17/2013, 11:00:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,8.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,8/17/2013, 11:00:00 AM,Composite,Water,,Secchi Depth - 00069,1.43,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,8/17/2013, 11:00:00 AM,Grab,Water,1.0,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,8/17/2013, 11:00:00 AM,Grab,Water,5.9,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,8/17/2013, 11:00:00 AM,Grab,Water,0.1,Temperature - 00011,24.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,8/24/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",37.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,8/24/2013, 2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,8/24/2013, 2:00:00 PM,Grab,Water,6.0,Dissolved Oxygen - 00300,5.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,8/24/2013, 2:00:00 PM,Grab,Water,1.0,Dissolved Oxygen - 00300,7.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,8/24/2013, 2:00:00 PM,Composite,Water,,Secchi Depth - 00069,1.55,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,8/24/2013, 2:00:00 PM,Grab,Water,6.0,Temperature - 00011,22.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,8/24/2013, 2:00:00 PM,Grab,Water,0.1,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,8/24/2013, 2:00:00 PM,Grab,Water,1.0,Temperature - 00011,23.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/8/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",24.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,9/8/2013, 10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,9/8/2013, 10:30:00 AM,Grab,Water,6.0,Dissolved Oxygen - 00300,6.975,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,9/8/2013, 10:30:00 AM,Grab,Water,1.0,Dissolved Oxygen - 00300,7.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,9/8/2013, 10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.88,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,9/8/2013, 10:30:00 AM,Grab,Water,0.1,Temperature - 00011,21.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/8/2013, 10:30:00 AM,Grab,Water,1.0,Temperature - 00011,21.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/8/2013, 10:30:00 AM,Grab,Water,6.0,Temperature - 00011,21.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/15/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",22.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,9/15/2013, 10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,9/15/2013, 10:30:00 AM,Grab,Water,6.0,Dissolved Oxygen - 00300,7.25,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,9/15/2013, 10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.78,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,9/15/2013, 10:30:00 AM,Grab,Water,0.1,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/15/2013, 10:30:00 AM,Grab,Water,1.0,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/15/2013, 10:30:00 AM,Grab,Water,6.0,Temperature - 00011,21.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/22/2013, 2:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.5,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,9/22/2013, 2:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.28,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,9/22/2013, 2:00:00 PM,Grab,Water,6.0,Temperature - 00011,19.5,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/22/2013, 2:00:00 PM,Grab,Water,0.1,Temperature - 00011,20.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/22/2013, 2:00:00 PM,Grab,Water,1.0,Temperature - 00011,20.0,C,,0.0,C,0.0,C,URIWW,2550: Temperature of Water by Thermometer,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,1.0,Alkalinity - 00410,8.3,mg/l,,0.0,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",19.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Stafford Pond,
WW145,9/27/2013, 8:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",6.2,m,,0.1,m,0.1,m,,,,Stafford Pond,
WW145,9/27/2013, 8:30:00 AM,Grab,Water,5.7,Dissolved Oxygen - 00300,7.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,0.5,Enterococci - 31639,3.1,MPN/100ml,,1.0,MPN/100ml,1.0,MPN/100ml,URIWW,,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,5.7,"Nitrate + Nitrite, Dissolved - 00631",0.01,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.005,mg/l,0.005,ug/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,5.7,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.395,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,5.7,"Nitrogen, Total (unfiltered) - 00600",0.395,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,1.0,pH - 00400,7.0,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,5.7,pH - 00400,7.0,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",6.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,5.7,"Phosphorus, Dissolved - 00666",8.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,1.0,"Phosphorus, Total - 00665",17.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
WW145,9/27/2013,,Grab,Water,5.7,"Phosphorus, Total - 00665",19.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Stafford Pond,
